Stock Price,Equity,Portfolio,Buy Threshold,Sell Threshold
172.12,1506.01,0,155.472,171.837
171.445,1506.01,0,155.472,171.837
171.804,1506.01,0,155.472,171.837
171.594,1506.01,0,155.472,171.837
171.839,1506.01,0,155.472,171.837
170.184,1506.01,0,155.472,171.837
169.366,1506.01,0,155.472,171.837
168.846,1506.01,0,155.472,171.837
168.26,1506.01,0,155.472,171.837
168.482,1506.01,0,159.469,176.255
169.139,1506.01,0,159.469,176.255
169.089,1506.01,0,159.469,176.255
170.515,1506.01,0,159.469,176.255
169.104,1506.01,0,159.469,176.255
169.118,1506.01,0,159.469,176.255
168.021,1506.01,0,159.469,176.255
168.297,1506.01,0,159.469,176.255
167.367,1506.01,0,159.469,176.255
167.427,1506.01,0,159.469,176.255
168.161,1506.01,0,159.469,176.255
167.913,1506.01,0,159.469,176.255
168.628,1506.01,0,159.469,176.255
167.557,1506.01,0,159.469,176.255
167.567,1506.01,0,159.469,176.255
165.94,1506.01,0,160.788,177.713
164.901,1506.01,0,160.788,177.713
165.728,1506.01,0,160.788,177.713
167.066,1506.01,0,160.788,177.713
168.614,1506.01,0,160.788,177.713
168.764,1506.01,0,160.788,177.713
168.359,1506.01,0,160.788,177.713
168.511,1506.01,0,160.788,177.713
170.067,1506.01,0,160.788,177.713
168.97,1506.01,0,160.788,177.713
167.646,1506.01,0,160.788,177.713
166.412,1506.01,0,160.788,177.713
167.749,1506.01,0,160.788,177.713
169.06,1506.01,0,160.788,177.713
170.313,1506.01,0,160.788,177.713
171.92,1506.01,0,159.742,176.557
172.551,1506.01,0,159.742,176.557
170.887,1506.01,0,159.742,176.557
172.168,1506.01,0,159.742,176.557
170.76,1506.01,0,159.742,176.557
172.092,1506.01,0,159.742,176.557
173.555,1506.01,0,159.742,176.557
173.026,1506.01,0,159.742,176.557
172.639,1506.01,0,159.742,176.557
174.109,1506.01,0,159.742,176.557
175.396,1506.01,0,159.742,176.557
176.706,1506.01,0,159.742,176.557
175.089,1506.01,0,159.742,176.557
173.45,1506.01,0,159.742,176.557
171.876,1506.01,0,159.742,176.557
170.51,1506.01,0,161.954,179.001
169.239,1506.01,0,161.954,179.001
168.264,1506.01,0,161.954,179.001
169.61,1506.01,0,161.954,179.001
168.681,1506.01,0,161.954,179.001
168.293,1506.01,0,161.954,179.001
167.432,1506.01,0,161.954,179.001
166.906,1506.01,0,161.954,179.001
165.666,1506.01,0,161.954,179.001
165.096,1506.01,0,161.954,179.001
165.32,1506.01,0,161.954,179.001
165.78,1506.01,0,161.954,179.001
165.593,1506.01,0,161.954,179.001
164.464,1506.01,0,161.954,179.001
165.675,1506.01,0,161.954,179.001
164.4,1506.01,0,161.587,178.596
162.916,1506.01,0,161.587,178.596
163.171,1506.01,0,161.587,178.596
162.705,1506.01,0,161.587,178.596
163.226,1506.01,0,161.587,178.596
162.429,1506.01,0,161.587,178.596
163.75,1506.01,0,161.587,178.596
164.074,1506.01,0,161.587,178.596
164.062,1506.01,0,161.587,178.596
164.086,1506.01,0,161.587,178.596
163.532,1506.01,0,161.587,178.596
164.526,1506.01,0,161.587,178.596
164.957,1506.01,0,161.587,178.596
163.703,1506.01,0,161.587,178.596
164.714,1506.01,0,161.587,178.596
163.137,1506.01,0,157.155,173.697
163.204,1506.01,0,157.155,173.697
164.521,1506.01,0,157.155,173.697
164.942,1506.01,0,157.155,173.697
165.322,1506.01,0,157.155,173.697
163.853,1506.01,0,157.155,173.697
162.471,1506.01,0,157.155,173.697
162.376,1506.01,0,157.155,173.697
162.262,1506.01,0,157.155,173.697
161.887,1506.01,0,157.155,173.697
162.089,1506.01,0,157.155,173.697
162.663,1506.01,0,157.155,173.697
163.471,1506.01,0,157.155,173.697
164.128,1506.01,0,157.155,173.697
163.407,1506.01,0,157.155,173.697
162.215,1506.01,0,155.356,171.71
162.134,1506.01,0,155.356,171.71
161.184,1506.01,0,155.356,171.71
160.183,1506.01,0,155.356,171.71
160.41,1506.01,0,155.356,171.71
161.538,1506.01,0,155.356,171.71
160.147,1506.01,0,155.356,171.71
161.535,1506.01,0,155.356,171.71
160.509,1506.01,0,155.356,171.71
160.879,1506.01,0,155.356,171.71
159.608,1506.01,0,155.356,171.71
159.094,1506.01,0,155.356,171.71
159.829,1506.01,0,155.356,171.71
158.273,1506.01,0,155.356,171.71
157.085,1506.01,0,155.356,171.71
156.671,1506.01,0,153.721,169.903
157.495,1506.01,0,153.721,169.903
158.022,1506.01,0,153.721,169.903
156.869,1506.01,0,153.721,169.903
158.195,1506.01,0,153.721,169.903
156.706,1506.01,0,153.721,169.903
158.236,1506.01,0,153.721,169.903
158.839,1506.01,0,153.721,169.903
159.25,1506.01,0,153.721,169.903
160.659,1506.01,0,153.721,169.903
160.807,1506.01,0,153.721,169.903
161.539,1506.01,0,153.721,169.903
162.45,1506.01,0,153.721,169.903
163.507,1506.01,0,153.721,169.903
164.409,1506.01,0,153.721,169.903
165.361,1506.01,0,151.945,167.94
163.963,1506.01,0,151.945,167.94
162.808,1506.01,0,151.945,167.94
163.907,1506.01,0,151.945,167.94
163.293,1506.01,0,151.945,167.94
163.572,1506.01,0,151.945,167.94
164.181,1506.01,0,151.945,167.94
163.656,1506.01,0,151.945,167.94
162.996,1506.01,0,151.945,167.94
164.294,1506.01,0,151.945,167.94
163.412,1506.01,0,151.945,167.94
164.123,1506.01,0,151.945,167.94
163.189,1506.01,0,151.945,167.94
163.652,1506.01,0,151.945,167.94
162.386,1506.01,0,151.945,167.94
162.713,1506.01,0,153.534,169.696
162.969,1506.01,0,153.534,169.696
162.427,1506.01,0,153.534,169.696
161.915,1506.01,0,153.534,169.696
162.162,1506.01,0,153.534,169.696
163.49,1506.01,0,153.534,169.696
162.547,1506.01,0,153.534,169.696
161.176,1506.01,0,153.534,169.696
161.922,1506.01,0,153.534,169.696
161.814,1506.01,0,153.534,169.696
162.562,1506.01,0,153.534,169.696
162.333,1506.01,0,153.534,169.696
163.551,1506.01,0,153.534,169.696
163.122,1506.01,0,153.534,169.696
163.268,1506.01,0,153.534,169.696
164.837,1506.01,0,154.938,171.247
165.154,1506.01,0,154.938,171.247
165.114,1506.01,0,154.938,171.247
165.457,1506.01,0,154.938,171.247
165.985,1506.01,0,154.938,171.247
165.039,1506.01,0,154.938,171.247
164.611,1506.01,0,154.938,171.247
165.905,1506.01,0,154.938,171.247
166.328,1506.01,0,154.938,171.247
166.249,1506.01,0,154.938,171.247
167.006,1506.01,0,154.938,171.247
168.578,1506.01,0,154.938,171.247
167.84,1506.01,0,154.938,171.247
169.149,1506.01,0,154.938,171.247
170.748,1506.01,0,154.938,171.247
170.864,1506.01,0,156.306,172.759
171.906,1506.01,0,156.306,172.759
171.538,1506.01,0,156.306,172.759
169.9,1506.01,0,156.306,172.759
169.014,1506.01,0,156.306,172.759
169.155,1506.01,0,156.306,172.759
168.938,1506.01,0,156.306,172.759
168.932,1506.01,0,156.306,172.759
169.476,1506.01,0,156.306,172.759
168.054,1506.01,0,156.306,172.759
167.556,1506.01,0,156.306,172.759
168.884,1506.01,0,156.306,172.759
168.357,1506.01,0,156.306,172.759
168.043,1506.01,0,156.306,172.759
168.899,1506.01,0,156.306,172.759
167.999,1506.01,0,159.521,176.313
168.194,1506.01,0,159.521,176.313
166.894,1506.01,0,159.521,176.313
166.869,1506.01,0,159.521,176.313
165.364,1506.01,0,159.521,176.313
164.456,1506.01,0,159.521,176.313
163.255,1506.01,0,159.521,176.313
162.989,1506.01,0,159.521,176.313
163.079,1506.01,0,159.521,176.313
162.721,1506.01,0,159.521,176.313
163.629,1506.01,0,159.521,176.313
163.444,1506.01,0,159.521,176.313
162.906,1506.01,0,159.521,176.313
163.644,1506.01,0,159.521,176.313
162.617,1506.01,0,159.521,176.313
162.264,1506.01,0,158.573,175.265
161.069,1506.01,0,158.573,175.265
161.943,1506.01,0,158.573,175.265
161.584,1506.01,0,158.573,175.265
163.075,1506.01,0,158.573,175.265
161.915,1506.01,0,158.573,175.265
162.004,1506.01,0,158.573,175.265
160.834,1506.01,0,158.573,175.265
160.286,1506.01,0,158.573,175.265
159.443,1506.01,0,158.573,175.265
159.367,1506.01,0,158.573,175.265
158.949,1506.01,0,158.573,175.265
159.445,1506.01,0,158.573,175.265
160.993,1506.01,0,158.573,175.265
160.739,1506.01,0,158.573,175.265
160.872,1506.01,0,154.596,170.869
159.924,1506.01,0,154.596,170.869
160.401,1506.01,0,154.596,170.869
160.612,1506.01,0,154.596,170.869
161.515,1506.01,0,154.596,170.869
161.334,1506.01,0,154.596,170.869
162.155,1506.01,0,154.596,170.869
162.872,1506.01,0,154.596,170.869
162.6,1506.01,0,154.596,170.869
163.233,1506.01,0,154.596,170.869
163.061,1506.01,0,154.596,170.869
162.354,1506.01,0,154.596,170.869
161.279,1506.01,0,154.596,170.869
162.218,1506.01,0,154.596,170.869
163.083,1506.01,0,154.596,170.869
163.577,1506.01,0,153.312,169.45
164.441,1506.01,0,153.312,169.45
165.052,1506.01,0,153.312,169.45
165.267,1506.01,0,153.312,169.45
165.309,1506.01,0,153.312,169.45
166.753,1506.01,0,153.312,169.45
168.232,1506.01,0,153.312,169.45
166.585,1506.01,0,153.312,169.45
165.046,1506.01,0,153.312,169.45
166.029,1506.01,0,153.312,169.45
166.086,1506.01,0,153.312,169.45
167.045,1506.01,0,153.312,169.45
168.642,1506.01,0,153.312,169.45
169.91,1506.01,0,153.312,169.45
170.371,1506.01,0,153.312,169.45
170.496,1506.01,0,155.986,172.405
171.959,1506.01,0,155.986,172.405
172.828,1506.01,0,155.986,172.405
172.549,1506.01,0,155.986,172.405
171.904,1506.01,0,155.986,172.405
170.491,1506.01,0,155.986,172.405
170.773,1506.01,0,155.986,172.405
171.524,1506.01,0,155.986,172.405
170.449,1506.01,0,155.986,172.405
170.299,1506.01,0,155.986,172.405
169.158,1506.01,0,155.986,172.405
169.084,1506.01,0,155.986,172.405
167.677,1506.01,0,155.986,172.405
167.195,1506.01,0,155.986,172.405
167.752,1506.01,0,155.986,172.405
166.967,1506.01,0,159.995,176.837
167.13,1506.01,0,159.995,176.837
166.783,1506.01,0,159.995,176.837
166.457,1506.01,0,159.995,176.837
168.068,1506.01,0,159.995,176.837
167.661,1506.01,0,159.995,176.837
166.932,1506.01,0,159.995,176.837
167.547,1506.01,0,159.995,176.837
167.675,1506.01,0,159.995,176.837
168.875,1506.01,0,159.995,176.837
169.533,1506.01,0,159.995,176.837
170.375,1506.01,0,159.995,176.837
169.042,1506.01,0,159.995,176.837
168.041,1506.01,0,159.995,176.837
168.597,1506.01,0,159.995,176.837
168.083,1506.01,0,160.671,177.584
168.289,1506.01,0,160.671,177.584
168.139,1506.01,0,160.671,177.584
169.142,1506.01,0,160.671,177.584
168.783,1506.01,0,160.671,177.584
170.429,1506.01,0,160.671,177.584
169.613,1506.01,0,160.671,177.584
169.549,1506.01,0,160.671,177.584
168.111,1506.01,0,160.671,177.584
168.062,1506.01,0,160.671,177.584
168.777,1506.01,0,160.671,177.584
168.926,1506.01,0,160.671,177.584
168.187,1506.01,0,160.671,177.584
169.527,1506.01,0,160.671,177.584
170.948,1506.01,0,160.671,177.584
172.279,1506.01,0,160.051,176.899
173.841,1506.01,0,160.051,176.899
172.298,1506.01,0,160.051,176.899
173.227,1506.01,0,160.051,176.899
174.945,1506.01,0,160.051,176.899
175.558,1506.01,0,160.051,176.899
175.293,1506.01,0,160.051,176.899
175.953,1506.01,0,160.051,176.899
177.584,1506.01,0,160.051,176.899
176.739,1506.01,0,160.051,176.899
177.582,1506.01,0,160.051,176.899
177.599,1506.01,0,160.051,176.899
178.315,1506.01,0,160.051,176.899
179.8,1506.01,0,160.051,176.899
179.283,1506.01,0,160.051,176.899
177.809,1506.01,0,163.871,181.12
176.323,1506.01,0,163.871,181.12
176.038,1506.01,0,163.871,181.12
177.035,1506.01,0,163.871,181.12
176.535,1506.01,0,163.871,181.12
174.993,1506.01,0,163.871,181.12
174.534,1506.01,0,163.871,181.12
175.778,1506.01,0,163.871,181.12
174.031,1506.01,0,163.871,181.12
173.972,1506.01,0,163.871,181.12
172.44,1506.01,0,163.871,181.12
171.529,1506.01,0,163.871,181.12
171.319,1506.01,0,163.871,181.12
172.562,1506.01,0,163.871,181.12
171.441,1506.01,0,163.871,181.12
171.181,1506.01,0,166.46,183.982
171.278,1506.01,0,166.46,183.982
169.72,1506.01,0,166.46,183.982
169.091,1506.01,0,166.46,183.982
168.49,1506.01,0,166.46,183.982
169.913,1506.01,0,166.46,183.982
171.585,1506.01,0,166.46,183.982
172.013,1506.01,0,166.46,183.982
173.389,1506.01,0,166.46,183.982
173.151,1506.01,0,166.46,183.982
174.725,1506.01,0,166.46,183.982
173.663,1506.01,0,166.46,183.982
174.488,1506.01,0,166.46,183.982
173.084,1506.01,0,166.46,183.982
174.691,1506.01,0,166.46,183.982
173.121,1506.01,0,164.565,181.888
174,1506.01,0,164.565,181.888
173.107,1506.01,0,164.565,181.888
172.742,1506.01,0,164.565,181.888
173.214,1506.01,0,164.565,181.888
174.696,1506.01,0,164.565,181.888
175.861,1506.01,0,164.565,181.888
175.891,1506.01,0,164.565,181.888
174.883,1506.01,0,164.565,181.888
175.518,1506.01,0,164.565,181.888
176.084,1506.01,0,164.565,181.888
174.783,1506.01,0,164.565,181.888
173.53,1506.01,0,164.565,181.888
174.769,1506.01,0,164.565,181.888
175.994,1506.01,0,164.565,181.888
176.805,1506.01,0,164.624,181.953
176.845,1506.01,0,164.624,181.953
177.509,1506.01,0,164.624,181.953
175.884,1506.01,0,164.624,181.953
175.111,1506.01,0,164.624,181.953
174.506,1506.01,0,164.624,181.953
174.86,1506.01,0,164.624,181.953
173.143,1506.01,0,164.624,181.953
172.137,1506.01,0,164.624,181.953
170.975,1506.01,0,164.624,181.953
172.32,1506.01,0,164.624,181.953
172.436,1506.01,0,164.624,181.953
173.863,1506.01,0,164.624,181.953
175.06,1506.01,0,164.624,181.953
174.937,1506.01,0,164.624,181.953
173.895,1506.01,0,165.762,183.21
174.99,1506.01,0,165.762,183.21
174.55,1506.01,0,165.762,183.21
174.721,1506.01,0,165.762,183.21
174.665,1506.01,0,165.762,183.21
175.163,1506.01,0,165.762,183.21
175.71,1506.01,0,165.762,183.21
175.551,1506.01,0,165.762,183.21
175.729,1506.01,0,165.762,183.21
174.275,1506.01,0,165.762,183.21
173.907,1506.01,0,165.762,183.21
173.091,1506.01,0,165.762,183.21
173.486,1506.01,0,165.762,183.21
174.495,1506.01,0,165.762,183.21
173.63,1506.01,0,165.762,183.21
174.248,1506.01,0,165.751,183.199
174.854,1506.01,0,165.751,183.199
173.221,1506.01,0,165.751,183.199
174.674,1506.01,0,165.751,183.199
173.4,1506.01,0,165.751,183.199
172.191,1506.01,0,165.751,183.199
170.689,1506.01,0,165.751,183.199
171.055,1506.01,0,165.751,183.199
171.252,1506.01,0,165.751,183.199
170.916,1506.01,0,165.751,183.199
169.526,1506.01,0,165.751,183.199
170.723,1506.01,0,165.751,183.199
170.542,1506.01,0,165.751,183.199
168.848,1506.01,0,165.751,183.199
168.144,1506.01,0,165.751,183.199
167.057,1506.01,0,164.418,181.725
168.018,1506.01,0,164.418,181.725
166.502,1506.01,0,164.418,181.725
167.741,1506.01,0,164.418,181.725
168.638,1506.01,0,164.418,181.725
167.981,1506.01,0,164.418,181.725
169.457,1506.01,0,164.418,181.725
169.37,1506.01,0,164.418,181.725
168.835,1506.01,0,164.418,181.725
168.795,1506.01,0,164.418,181.725
169.27,1506.01,0,164.418,181.725
170.88,1506.01,0,164.418,181.725
169.481,1506.01,0,164.418,181.725
168.021,1506.01,0,164.418,181.725
167.587,1506.01,0,164.418,181.725
166.511,1506.01,0,161.561,178.567
166.883,1506.01,0,161.561,178.567
165.377,1506.01,0,161.561,178.567
165.81,1506.01,0,161.561,178.567
165.293,1506.01,0,161.561,178.567
164.401,1506.01,0,161.561,178.567
165.777,1506.01,0,161.561,178.567
166.566,1506.01,0,161.561,178.567
167.084,1506.01,0,161.561,178.567
165.804,1506.01,0,161.561,178.567
166.82,1506.01,0,161.561,178.567
165.545,1506.01,0,161.561,178.567
164.345,1506.01,0,161.561,178.567
164.651,1506.01,0,161.561,178.567
164.771,1506.01,0,161.561,178.567
164.352,1506.01,0,158.754,175.464
162.841,1506.01,0,158.754,175.464
162.343,1506.01,0,158.754,175.464
163.265,1506.01,0,158.754,175.464
163.198,1506.01,0,158.754,175.464
163.743,1506.01,0,158.754,175.464
163.953,1506.01,0,158.754,175.464
164.074,1506.01,0,158.754,175.464
164.904,1506.01,0,158.754,175.464
163.974,1506.01,0,158.754,175.464
163.05,1506.01,0,158.754,175.464
161.832,1506.01,0,158.754,175.464
161.037,1506.01,0,158.754,175.464
161.144,1506.01,0,158.754,175.464
160.596,1506.01,0,158.754,175.464
161.344,1506.01,0,156.115,172.548
159.911,1506.01,0,156.115,172.548
158.637,1506.01,0,156.115,172.548
158.764,1506.01,0,156.115,172.548
157.631,1506.01,0,156.115,172.548
156.162,1506.01,0,156.115,172.548
157.683,1506.01,0,156.115,172.548
158.857,1506.01,0,156.115,172.548
158.203,1506.01,0,156.115,172.548
158.33,1506.01,0,156.115,172.548
157.935,1506.01,0,156.115,172.548
156.866,1506.01,0,156.115,172.548
156.038,101.674,9,156.115,172.548
154.486,101.674,9,156.115,172.548
155.373,101.674,9,156.115,172.548
154.278,101.674,9,152.333,168.368
153.503,101.674,9,152.333,168.368
154.023,101.674,9,152.333,168.368
152.995,101.674,9,152.333,168.368
152.356,101.674,9,152.333,168.368
153.21,101.674,9,152.333,168.368
152.987,101.674,9,152.333,168.368
153.498,101.674,9,152.333,168.368
153.906,101.674,9,152.333,168.368
154.194,101.674,9,152.333,168.368
153.107,101.674,9,152.333,168.368
152.59,101.674,9,152.333,168.368
152.097,101.674,9,152.333,168.368
152.864,101.674,9,152.333,168.368
151.697,101.674,9,152.333,168.368
152.303,101.674,9,147.678,163.223
152.041,101.674,9,147.678,163.223
153.446,101.674,9,147.678,163.223
154.363,101.674,9,147.678,163.223
152.821,101.674,9,147.678,163.223
153.685,101.674,9,147.678,163.223
153.946,101.674,9,147.678,163.223
154.858,101.674,9,147.678,163.223
155.13,101.674,9,147.678,163.223
154.157,101.674,9,147.678,163.223
155.498,101.674,9,147.678,163.223
153.982,101.674,9,147.678,163.223
153.376,101.674,9,147.678,163.223
153.043,101.674,9,147.678,163.223
154.174,101.674,9,147.678,163.223
154,101.674,9,145.797,161.145
154.658,101.674,9,145.797,161.145
153.821,101.674,9,145.797,161.145
155.237,101.674,9,145.797,161.145
156.168,101.674,9,145.797,161.145
157.074,101.674,9,145.797,161.145
157.845,101.674,9,145.797,161.145
158.604,101.674,9,145.797,161.145
157.94,101.674,9,145.797,161.145
157.963,101.674,9,145.797,161.145
159.001,101.674,9,145.797,161.145
160.412,101.674,9,145.797,161.145
160.766,101.674,9,145.797,161.145
160.495,101.674,9,145.797,161.145
161.773,1557.63,0,145.797,161.145
162.499,1557.63,0,147.965,163.54
161.53,1557.63,0,147.965,163.54
160.018,1557.63,0,147.965,163.54
161.244,1557.63,0,147.965,163.54
162.856,1557.63,0,147.965,163.54
162.572,1557.63,0,147.965,163.54
161.548,1557.63,0,147.965,163.54
159.934,1557.63,0,147.965,163.54
161.388,1557.63,0,147.965,163.54
161.788,1557.63,0,147.965,163.54
162.882,1557.63,0,147.965,163.54
161.72,1557.63,0,147.965,163.54
162.154,1557.63,0,147.965,163.54
162.095,1557.63,0,147.965,163.54
162.234,1557.63,0,147.965,163.54
163.75,1557.63,0,151.754,167.728
164.707,1557.63,0,151.754,167.728
165.494,1557.63,0,151.754,167.728
166.094,1557.63,0,151.754,167.728
164.749,1557.63,0,151.754,167.728
165.998,1557.63,0,151.754,167.728
167.624,1557.63,0,151.754,167.728
167.435,1557.63,0,151.754,167.728
166.04,1557.63,0,151.754,167.728
167.366,1557.63,0,151.754,167.728
167.085,1557.63,0,151.754,167.728
165.508,1557.63,0,151.754,167.728
164.94,1557.63,0,151.754,167.728
163.986,1557.63,0,151.754,167.728
163.89,1557.63,0,151.754,167.728
163.48,1557.63,0,155.519,171.89
163.999,1557.63,0,155.519,171.89
164.72,1557.63,0,155.519,171.89
163.173,1557.63,0,155.519,171.89
163.194,1557.63,0,155.519,171.89
164.734,1557.63,0,155.519,171.89
165.289,1557.63,0,155.519,171.89
165.505,1557.63,0,155.519,171.89
164.6,1557.63,0,155.519,171.89
164.716,1557.63,0,155.519,171.89
164.564,1557.63,0,155.519,171.89
163.534,1557.63,0,155.519,171.89
163.799,1557.63,0,155.519,171.89
163.258,1557.63,0,155.519,171.89
163.52,1557.63,0,155.519,171.89
163.392,1557.63,0,156.647,173.136
162.905,1557.63,0,156.647,173.136
162.317,1557.63,0,156.647,173.136
161.882,1557.63,0,156.647,173.136
162.577,1557.63,0,156.647,173.136
162.655,1557.63,0,156.647,173.136
161.715,1557.63,0,156.647,173.136
162.334,1557.63,0,156.647,173.136
162.674,1557.63,0,156.647,173.136
161.633,1557.63,0,156.647,173.136
162.828,1557.63,0,156.647,173.136
162.933,1557.63,0,156.647,173.136
161.716,1557.63,0,156.647,173.136
160.831,1557.63,0,156.647,173.136
159.328,1557.63,0,156.647,173.136
158.284,1557.63,0,154.971,171.283
158.217,1557.63,0,154.971,171.283
158.166,1557.63,0,154.971,171.283
159.006,1557.63,0,154.971,171.283
158.75,1557.63,0,154.971,171.283
160.299,1557.63,0,154.971,171.283
161.065,1557.63,0,154.971,171.283
161.948,1557.63,0,154.971,171.283
160.629,1557.63,0,154.971,171.283
160.216,1557.63,0,154.971,171.283
160.037,1557.63,0,154.971,171.283
158.505,1557.63,0,154.971,171.283
158.956,1557.63,0,154.971,171.283
159.015,1557.63,0,154.971,171.283
158.603,1557.63,0,154.971,171.283
159.098,1557.63,0,152.742,168.82
158.641,1557.63,0,152.742,168.82
158.318,1557.63,0,152.742,168.82
158.549,1557.63,0,152.742,168.82
159.914,1557.63,0,152.742,168.82
158.761,1557.63,0,152.742,168.82
159.745,1557.63,0,152.742,168.82
160.262,1557.63,0,152.742,168.82
160.849,1557.63,0,152.742,168.82
162.244,1557.63,0,152.742,168.82
161.467,1557.63,0,152.742,168.82
162.16,1557.63,0,152.742,168.82
162.58,1557.63,0,152.742,168.82
161.03,1557.63,0,152.742,168.82
160.574,1557.63,0,152.742,168.82
162.134,1557.63,0,151.87,167.856
161.108,1557.63,0,151.87,167.856
162.109,1557.63,0,151.87,167.856
163.459,1557.63,0,151.87,167.856
162.912,1557.63,0,151.87,167.856
161.415,1557.63,0,151.87,167.856
160.132,1557.63,0,151.87,167.856
159.727,1557.63,0,151.87,167.856
161.242,1557.63,0,151.87,167.856
162.66,1557.63,0,151.87,167.856
161.494,1557.63,0,151.87,167.856
161.924,1557.63,0,151.87,167.856
161.211,1557.63,0,151.87,167.856
161.548,1557.63,0,151.87,167.856
161.589,1557.63,0,151.87,167.856
160.775,1557.63,0,152.914,169.01
161.977,1557.63,0,152.914,169.01
162.142,1557.63,0,152.914,169.01
163.738,1557.63,0,152.914,169.01
163.623,1557.63,0,152.914,169.01
162.274,1557.63,0,152.914,169.01
162.088,1557.63,0,152.914,169.01
162.193,1557.63,0,152.914,169.01
162.071,1557.63,0,152.914,169.01
161.628,1557.63,0,152.914,169.01
160.419,1557.63,0,152.914,169.01
161.223,1557.63,0,152.914,169.01
159.886,1557.63,0,152.914,169.01
159.457,1557.63,0,152.914,169.01
158.815,1557.63,0,152.914,169.01
157.561,1557.63,0,153.488,169.644
156.476,1557.63,0,153.488,169.644
157.609,1557.63,0,153.488,169.644
157.252,1557.63,0,153.488,169.644
157.101,1557.63,0,153.488,169.644
156.734,1557.63,0,153.488,169.644
155.241,1557.63,0,153.488,169.644
154.176,1557.63,0,153.488,169.644
154.675,1557.63,0,153.488,169.644
153.699,1557.63,0,153.488,169.644
153.371,23.9252,10,153.488,169.644
152.754,23.9252,10,153.488,169.644
153.578,23.9252,10,153.488,169.644
152.693,23.9252,10,153.488,169.644
151.495,23.9252,10,153.488,169.644
152.714,23.9252,10,150.313,166.135
152.563,23.9252,10,150.313,166.135
153.857,23.9252,10,150.313,166.135
154.067,23.9252,10,150.313,166.135
153.991,23.9252,10,150.313,166.135
152.485,23.9252,10,150.313,166.135
151.889,23.9252,10,150.313,166.135
151.619,23.9252,10,150.313,166.135
152.939,23.9252,10,150.313,166.135
153.588,23.9252,10,150.313,166.135
152.123,23.9252,10,150.313,166.135
151.446,23.9252,10,150.313,166.135
151.604,23.9252,10,150.313,166.135
150.366,23.9252,10,150.313,166.135
149.098,23.9252,10,150.313,166.135
149.978,23.9252,10,145.944,161.307
149.812,23.9252,10,145.944,161.307
150.823,23.9252,10,145.944,161.307
149.515,23.9252,10,145.944,161.307
148.31,23.9252,10,145.944,161.307
148.583,23.9252,10,145.944,161.307
149.114,23.9252,10,145.944,161.307
149.306,23.9252,10,145.944,161.307
150.581,23.9252,10,145.944,161.307
152.035,23.9252,10,145.944,161.307
151.438,23.9252,10,145.944,161.307
150.468,23.9252,10,145.944,161.307
150.513,23.9252,10,145.944,161.307
149.333,23.9252,10,145.944,161.307
149.168,23.9252,10,145.944,161.307
148.07,23.9252,10,143.555,158.666
146.788,23.9252,10,143.555,158.666
147.193,23.9252,10,143.555,158.666
147.125,23.9252,10,143.555,158.666
145.835,23.9252,10,143.555,158.666
145.513,23.9252,10,143.555,158.666
146.708,23.9252,10,143.555,158.666
147.452,23.9252,10,143.555,158.666
147.648,23.9252,10,143.555,158.666
148.255,23.9252,10,143.555,158.666
146.807,23.9252,10,143.555,158.666
147.629,23.9252,10,143.555,158.666
147.369,23.9252,10,143.555,158.666
148.314,23.9252,10,143.555,158.666
147.862,23.9252,10,143.555,158.666
147.793,23.9252,10,141.156,156.014
147.046,23.9252,10,141.156,156.014
148.404,23.9252,10,141.156,156.014
149.722,23.9252,10,141.156,156.014
151.201,23.9252,10,141.156,156.014
150.559,23.9252,10,141.156,156.014
151.382,23.9252,10,141.156,156.014
150.59,23.9252,10,141.156,156.014
151.43,23.9252,10,141.156,156.014
150.572,23.9252,10,141.156,156.014
152.025,23.9252,10,141.156,156.014
153.104,23.9252,10,141.156,156.014
153.309,23.9252,10,141.156,156.014
153.853,23.9252,10,141.156,156.014
153.07,23.9252,10,141.156,156.014
153.733,23.9252,10,141.633,156.542
152.569,23.9252,10,141.633,156.542
153.876,23.9252,10,141.633,156.542
154.856,23.9252,10,141.633,156.542
154.342,23.9252,10,141.633,156.542
154.459,23.9252,10,141.633,156.542
155.065,23.9252,10,141.633,156.542
154.633,23.9252,10,141.633,156.542
153.135,23.9252,10,141.633,156.542
152.628,23.9252,10,141.633,156.542
151.212,23.9252,10,141.633,156.542
152.59,23.9252,10,141.633,156.542
151.545,23.9252,10,141.633,156.542
150.346,23.9252,10,141.633,156.542
149.822,23.9252,10,141.633,156.542
149.098,23.9252,10,144.364,159.561
147.777,23.9252,10,144.364,159.561
147.065,23.9252,10,144.364,159.561
146.161,23.9252,10,144.364,159.561
144.989,23.9252,10,144.364,159.561
146.169,23.9252,10,144.364,159.561
145.368,23.9252,10,144.364,159.561
143.979,23.9252,10,144.364,159.561
142.738,23.9252,10,144.364,159.561
142.766,23.9252,10,144.364,159.561
144.189,23.9252,10,144.364,159.561
143.622,23.9252,10,144.364,159.561
144.402,23.9252,10,144.364,159.561
145.014,23.9252,10,144.364,159.561
145.472,23.9252,10,144.364,159.561
146.41,23.9252,10,141.665,156.577
147.11,23.9252,10,141.665,156.577
148.401,23.9252,10,141.665,156.577
147.669,23.9252,10,141.665,156.577
147.168,23.9252,10,141.665,156.577
147.602,23.9252,10,141.665,156.577
146.758,23.9252,10,141.665,156.577
148.06,23.9252,10,141.665,156.577
